Incident_ID,Date,Time,Location_ID,Device_ID,Incident_Type_ID,Outcome_ID,Victim_Age,Panic_Button_Used,Response_Time_Minutes,Weather,Witness_Count,Shift
INC00108,2022-03-24,05:30,L090,D001,IT008,RO001,51,No,6,Cloudy,4,Night
INC00109,2024-06-11,20:52,L072,D003,IT001,RO002,49,No,12,Foggy,2,Evening
INC00110,2023-10-20,21:06,L032,D001,IT007,RO003,28,No,21,Rainy,5,Night
INC00111,2024-03-31,17:02,L067,D002,IT008,RO001,47,Yes,10,Rainy,2,Evening
INC00112,2022-08-26,12:55,L056,D001,IT005,RO002,50,Yes,15,Foggy,0,Afternoon
INC00113,2023-01-20,16:23,L039,D001,IT007,RO002,57,No,22,Cloudy,2,Afternoon
INC00114,2025-01-29,04:59,L061,D002,IT008,RO002,36,No,16,Sunny,0,Night
INC00115,2025-07-14,19:51,L057,D001,IT005,RO001,33,Yes,9,Sunny,4,Evening
INC00116,2024-04-15,02:14,L083,D003,IT002,RO001,25,No,3,Cloudy,3,Night
INC00117,2023-08-21,16:45,L037,D001,IT004,RO003,35,No,23,Cloudy,3,Afternoon
INC00118,2025-02-02,04:24,L072,D003,IT001,RO001,30,No,13,Sunny,2,Night
INC00119,2024-04-29,10:59,L043,D003,IT003,RO001,50,No,18,Rainy,5,Morning
INC00120,2023-09-04,18:37,L030,D002,IT001,RO002,60,Yes,12,Foggy,2,Evening
INC00121,2023-11-12,17:48,L029,D003,IT002,RO001,52,Yes,18,Cloudy,4,Evening
INC00122,2024-02-24,07:54,L040,D003,IT001,RO003,44,Yes,23,Foggy,5,Morning
INC00123,2025-08-28,04:31,L035,D003,IT007,RO003,20,Yes,24,Sunny,3,Night
INC00124,2022-07-24,16:58,L051,D003,IT008,RO001,47,Yes,16,Foggy,5,Afternoon
INC00125,2022-11-13,02:30,L089,D003,IT006,RO001,34,Yes,8,Sunny,2,Night
INC00126,2025-10-13,17:24,L042,D003,IT001,RO002,38,Yes,17,Sunny,4,Evening
INC00127,2022-05-21,07:40,L049,D003,IT005,RO001,36,Yes,16,Foggy,0,Morning
INC00128,2025-07-21,22:55,L048,D002,IT005,RO001,24,No,7,Rainy,0,Night
INC00129,2022-04-05,10:50,L078,D002,IT003,RO001,21,No,10,Rainy,3,Morning
INC00130,2022-10-26,07:33,L091,D001,IT006,RO001,44,Yes,4,Cloudy,1,Morning
INC00131,2022-06-11,19:55,L077,D003,IT004,RO001,42,Yes,12,Cloudy,3,Evening
INC00132,2025-07-30,08:29,L040,D001,IT005,RO003,34,Yes,22,Cloudy,0,Morning
INC00133,2024-06-23,11:37,L078,D002,IT008,RO002,37,No,16,Foggy,2,Morning
INC00134,2023-02-12,12:54,L080,D002,IT004,RO001,48,Yes,8,Foggy,4,Afternoon
INC00135,2024-01-06,18:18,L073,D002,IT007,RO002,36,Yes,18,Rainy,0,Evening
INC00136,2025-03-05,21:49,L063,D002,IT001,RO002,21,No,16,Rainy,1,Night
INC00137,2025-05-28,11:14,L100,D003,IT006,RO001,58,Yes,6,Cloudy,5,Morning
INC00138,2022-07-18,20:41,L020,D002,IT004,RO002,20,No,22,Rainy,5,Evening
INC00139,2022-09-27,02:58,L012,D001,IT001,RO002,36,Yes,21,Cloudy,1,Night
INC00140,2025-01-09,11:33,L004,D003,IT005,RO002,50,No,13,Foggy,2,Morning
INC00141,2023-11-25,03:29,L035,D002,IT007,RO002,22,Yes,15,Rainy,0,Night
INC00142,2024-03-19,00:16,L028,D002,IT003,RO003,52,Yes,22,Rainy,4,Night
INC00143,2024-02-20,20:23,L001,D001,IT006,RO002,24,Yes,23,Rainy,4,Evening
INC00144,2023-03-30,20:04,L056,D002,IT005,RO002,58,No,16,Foggy,0,Evening
INC00145,2022-10-14,01:02,L100,D001,IT006,RO001,37,No,3,Sunny,1,Night
INC00146,2025-01-05,04:24,L058,D002,IT007,RO002,47,No,15,Cloudy,3,Night
INC00147,2025-09-03,03:53,L038,D002,IT001,RO001,49,Yes,16,Rainy,1,Night
INC00148,2024-06-27,14:15,L096,D001,IT004,RO001,41,Yes,7,Rainy,0,Afternoon
INC00149,2024-03-26,08:12,L007,D001,IT008,RO001,25,No,10,Cloudy,5,Morning
INC00150,2025-08-02,19:01,L056,D003,IT003,RO001,21,No,8,Cloudy,4,Evening
INC00151,2023-02-25,02:53,L024,D003,IT005,RO001,53,Yes,14,Rainy,1,Night
INC00152,2025-05-05,00:17,L048,D002,IT008,RO002,27,Yes,13,Cloudy,0,Night
INC00153,2025-09-15,00:08,L067,D001,IT008,RO001,18,No,17,Rainy,0,Night
INC00154,2022-12-23,08:03,L050,D001,IT002,RO001,26,No,13,Sunny,3,Morning
INC00155,2024-07-07,11:32,L028,D003,IT001,RO002,55,Yes,24,Sunny,5,Morning
INC00156,2025-09-11,16:19,L057,D001,IT005,RO001,47,Yes,5,Foggy,3,Afternoon
INC00157,2024-05-23,21:06,L019,D002,IT006,RO002,49,Yes,22,Sunny,2,Night
INC00158,2025-05-30,04:04,L056,D002,IT005,RO002,26,No,14,Foggy,4,Night
INC00159,2024-12-22,09:29,L028,D003,IT002,RO001,50,No,11,Cloudy,3,Morning
INC00160,2024-07-13,07:26,L042,D002,IT003,RO002,39,No,11,Sunny,2,Morning
INC00161,2024-05-24,10:42,L096,D003,IT008,RO001,34,No,4,Foggy,0,Morning
INC00162,2022-07-06,02:05,L073,D001,IT004,RO002,45,Yes,16,Cloudy,4,Night
INC00163,2022-05-03,18:35,L095,D001,IT007,RO001,53,No,3,Foggy,2,Evening
INC00164,2025-09-24,13:55,L048,D002,IT007,RO002,21,No,14,Rainy,0,Afternoon
INC00165,2025-03-29,16:13,L075,D001,IT005,RO001,27,No,8,Sunny,2,Afternoon
INC00166,2025-02-13,11:07,L077,D001,IT001,RO002,35,Yes,17,Sunny,4,Morning
INC00167,2025-09-09,22:17,L042,D003,IT008,RO001,19,Yes,9,Rainy,2,Night
INC00168,2023-12-20,00:11,L036,D003,IT001,RO001,27,Yes,20,Cloudy,5,Night
INC00169,2025-07-20,00:05,L042,D003,IT003,RO002,51,Yes,11,Foggy,2,Night
INC00170,2022-11-19,11:19,L040,D001,IT007,RO001,38,Yes,9,Cloudy,1,Morning
INC00171,2025-06-19,01:43,L050,D003,IT004,RO002,23,No,12,Foggy,4,Night
INC00172,2024-06-24,13:17,L011,D002,IT001,RO002,31,No,11,Foggy,0,Afternoon
INC00173,2023-08-04,21:43,L085,D002,IT006,RO001,55,Yes,6,Sunny,1,Night
INC00174,2024-03-20,19:03,L035,D001,IT008,RO001,18,Yes,17,Cloudy,2,Evening
INC00175,2023-08-16,10:07,L049,D001,IT002,RO001,18,No,11,Cloudy,3,Morning
INC00176,2024-12-26,22:14,L022,D002,IT001,RO001,50,Yes,19,Foggy,5,Night
INC00177,2022-03-28,13:01,L081,D002,IT005,RO001,47,Yes,7,Foggy,4,Afternoon
INC00178,2024-04-08,22:40,L086,D001,IT005,RO001,44,No,3,Foggy,0,Night
INC00179,2023-10-28,05:51,L046,D003,IT006,RO002,57,Yes,16,Sunny,3,Night
INC00180,2022-08-05,07:27,L081,D002,IT002,RO001,55,No,3,Foggy,2,Morning
INC00181,2023-11-27,07:21,L082,D001,IT005,RO001,28,Yes,10,Sunny,4,Morning
INC00182,2024-11-10,06:57,L013,D001,IT004,RO001,40,No,12,Sunny,1,Morning
INC00183,2023-06-09,06:11,L063,D001,IT008,RO001,56,Yes,17,Cloudy,5,Morning
INC00184,2024-10-08,14:48,L058,D003,IT007,RO002,54,No,15,Rainy,1,Afternoon
INC00185,2024-06-19,02:30,L081,D002,IT001,RO001,46,Yes,6,Sunny,2,Night
INC00186,2024-11-05,02:19,L057,D003,IT005,RO001,47,No,5,Sunny,2,Night
INC00187,2023-08-11,02:41,L088,D003,IT001,RO001,23,Yes,10,Foggy,3,Night
INC00188,2025-04-03,17:50,L020,D002,IT001,RO002,20,Yes,14,Foggy,4,Evening
INC00189,2022-11-05,01:28,L044,D003,IT002,RO002,24,No,18,Sunny,4,Night
INC00190,2025-08-16,05:02,L033,D003,IT003,RO002,33,No,22,Rainy,2,Night
INC00191,2023-08-03,12:26,L035,D002,IT001,RO001,39,Yes,9,Rainy,0,Afternoon
INC00192,2023-11-07,03:35,L034,D002,IT001,RO002,42,Yes,12,Sunny,4,Night
INC00193,2025-09-21,04:58,L060,D002,IT005,RO002,40,No,15,Cloudy,4,Night
INC00194,2025-12-22,02:19,L050,D002,IT006,RO002,53,Yes,17,Cloudy,5,Night
INC00195,2025-12-10,23:43,L079,D002,IT005,RO002,51,Yes,15,Rainy,0,Night
INC00196,2024-01-13,09:11,L095,D003,IT003,RO001,31,No,9,Cloudy,1,Morning
INC00197,2022-10-09,04:04,L056,D001,IT002,RO001,36,No,6,Sunny,5,Night
INC00198,2023-11-21,19:08,L060,D003,IT001,RO001,56,Yes,7,Cloudy,5,Evening
INC00199,2025-07-03,05:46,L020,D002,IT001,RO001,46,Yes,19,Foggy,4,Night
INC00200,2023-08-07,23:50,L085,D002,IT001,RO001,46,Yes,5,Rainy,3,Night
INC00201,2023-02-02,11:43,L049,D003,IT002,RO002,54,No,12,Foggy,4,Morning
INC00202,2024-12-16,13:10,L053,D003,IT005,RO002,30,Yes,18,Sunny,5,Afternoon
INC00203,2024-09-11,11:35,L066,D002,IT007,RO001,24,Yes,9,Sunny,1,Morning
INC00204,2023-07-13,14:57,L011,D003,IT008,RO002,50,Yes,21,Cloudy,3,Afternoon
INC00205,2023-12-17,00:26,L078,D001,IT003,RO002,21,No,13,Cloudy,3,Night
INC00206,2022-06-17,11:14,L065,D002,IT005,RO001,19,No,6,Rainy,1,Morning
INC00207,2022-10-09,01:18,L026,D003,IT001,RO002,48,Yes,12,Foggy,4,Night
INC00208,2022-01-11,02:01,L018,D001,IT006,RO002,34,Yes,12,Sunny,2,Night
INC00209,2023-05-02,09:07,L023,D002,IT002,RO002,21,Yes,22,Sunny,3,Morning
INC00210,2025-05-07,17:01,L097,D002,IT003,RO001,58,Yes,4,Rainy,3,Evening
INC00211,2022-01-04,19:22,L044,D001,IT003,RO001,33,No,7,Sunny,4,Evening
INC00212,2024-01-09,02:33,L024,D001,IT006,RO002,52,Yes,24,Foggy,3,Night
INC00213,2022-03-31,20:24,L098,D001,IT005,RO001,41,No,2,Rainy,0,Evening
INC00214,2023-12-08,07:46,L029,D001,IT007,RO001,60,Yes,18,Sunny,2,Morning
INC00215,2025-01-23,10:52,L042,D003,IT004,RO002,59,Yes,18,Foggy,5,Morning
INC00216,2023-01-09,04:04,L028,D002,IT003,RO001,47,Yes,17,Sunny,1,Night
INC00217,2022-03-27,10:59,L025,D001,IT003,RO003,37,No,25,Rainy,0,Morning
INC00218,2025-08-17,06:18,L024,D003,IT004,RO002,40,Yes,18,Sunny,2,Morning
INC00219,2024-06-13,12:47,L015,D003,IT004,RO001,46,No,18,Foggy,5,Afternoon
INC00220,2024-10-15,11:59,L064,D001,IT006,RO001,51,Yes,6,Foggy,0,Morning
INC00221,2024-05-31,19:52,L020,D001,IT002,RO001,29,No,18,Sunny,2,Evening
INC00222,2025-09-15,09:19,L022,D002,IT007,RO002,46,No,13,Rainy,3,Morning
INC00223,2022-03-28,23:55,L041,D002,IT008,RO001,40,No,9,Sunny,0,Night
INC00224,2025-10-06,20:25,L061,D003,IT006,RO001,41,Yes,16,Sunny,1,Evening
INC00225,2025-05-29,21:50,L060,D002,IT001,RO001,46,Yes,6,Cloudy,5,Night
INC00226,2024-01-21,11:24,L071,D001,IT005,RO001,54,Yes,14,Foggy,2,Morning
INC00227,2024-02-01,14:48,L027,D002,IT005,RO003,22,Yes,24,Foggy,2,Afternoon
INC00228,2025-08-23,08:15,L021,D001,IT001,RO002,25,Yes,13,Foggy,4,Morning
INC00229,2022-08-30,08:49,L059,D001,IT007,RO001,34,No,8,Rainy,5,Morning
INC00230,2024-10-02,06:07,L028,D002,IT005,RO002,26,Yes,22,Foggy,0,Morning
INC00231,2025-10-28,10:42,L100,D002,IT004,RO001,40,Yes,10,Rainy,2,Morning
INC00232,2022-11-19,22:45,L036,D003,IT004,RO001,58,Yes,19,Sunny,1,Night
INC00233,2022-10-12,07:50,L022,D001,IT003,RO002,49,Yes,19,Foggy,4,Morning
INC00234,2022-09-23,19:56,L018,D002,IT004,RO002,23,Yes,17,Foggy,4,Evening
INC00235,2024-04-21,13:52,L084,D003,IT005,RO001,54,Yes,4,Rainy,5,Afternoon
INC00236,2022-06-01,14:29,L060,D003,IT005,RO001,51,No,7,Cloudy,1,Afternoon
INC00237,2024-06-05,16:58,L059,D003,IT005,RO001,21,Yes,13,Rainy,1,Afternoon
INC00238,2022-11-28,10:59,L006,D002,IT007,RO003,32,No,24,Sunny,2,Morning
INC00239,2023-02-07,20:35,L022,D002,IT008,RO001,35,Yes,17,Cloudy,4,Evening
INC00240,2025-04-04,04:10,L096,D001,IT005,RO001,60,No,2,Sunny,0,Night
INC00241,2022-04-04,20:49,L099,D002,IT004,RO001,54,No,5,Foggy,4,Evening
INC00242,2025-08-01,00:31,L012,D003,IT004,RO002,58,No,17,Cloudy,5,Night
INC00243,2024-04-11,09:29,L014,D002,IT008,RO002,22,Yes,13,Foggy,3,Morning
INC00244,2024-08-09,06:21,L043,D003,IT004,RO001,56,Yes,10,Rainy,5,Morning
INC00245,2023-12-09,12:08,L099,D003,IT005,RO001,41,Yes,7,Cloudy,3,Afternoon
INC00246,2022-09-08,08:28,L034,D002,IT002,RO001,33,Yes,9,Rainy,3,Morning
INC00247,2025-06-14,13:15,L092,D002,IT004,RO001,28,No,7,Cloudy,1,Afternoon
INC00248,2024-10-17,16:29,L094,D002,IT008,RO001,49,No,9,Sunny,0,Afternoon
INC00249,2024-03-16,16:29,L021,D002,IT008,RO001,33,Yes,19,Sunny,2,Afternoon
INC00250,2024-10-10,19:56,L064,D001,IT001,RO001,59,Yes,9,Sunny,0,Evening
INC00251,2024-06-01,04:56,L015,D003,IT008,RO002,34,No,20,Sunny,3,Night
INC00252,2022-04-15,18:35,L037,D003,IT002,RO001,30,Yes,17,Foggy,4,Evening
INC00253,2024-07-11,17:17,L090,D002,IT001,RO001,57,Yes,3,Cloudy,0,Evening
INC00254,2024-03-17,11:50,L095,D001,IT002,RO001,39,No,7,Cloudy,1,Morning
INC00255,2025-05-18,16:25,L056,D002,IT002,RO001,50,Yes,5,Cloudy,5,Afternoon
INC00256,2023-11-14,15:33,L040,D003,IT006,RO002,47,Yes,24,Rainy,4,Afternoon
INC00257,2023-10-15,05:25,L017,D001,IT007,RO002,57,No,18,Rainy,3,Night
INC00258,2022-02-04,11:21,L069,D001,IT001,RO002,25,No,14,Sunny,4,Morning
INC00259,2024-08-29,08:41,L059,D001,IT007,RO001,55,Yes,16,Foggy,1,Morning
INC00260,2024-12-09,20:46,L059,D003,IT007,RO001,57,No,7,Cloudy,0,Evening
INC00261,2025-03-18,22:07,L079,D002,IT002,RO001,30,Yes,10,Foggy,1,Night
INC00262,2024-04-25,22:13,L044,D002,IT005,RO001,44,No,18,Cloudy,4,Night
INC00263,2023-03-01,17:20,L056,D003,IT006,RO002,60,Yes,11,Cloudy,3,Evening
INC00264,2024-12-27,10:34,L028,D001,IT006,RO002,40,Yes,16,Cloudy,1,Morning
INC00265,2023-07-26,17:19,L027,D001,IT008,RO001,32,No,17,Foggy,2,Evening
INC00266,2024-09-09,11:35,L068,D001,IT001,RO002,35,Yes,14,Foggy,2,Morning
INC00267,2022-10-27,09:02,L061,D003,IT007,RO001,36,Yes,10,Foggy,5,Morning
INC00268,2023-06-10,23:30,L066,D002,IT005,RO002,31,Yes,18,Rainy,1,Night
INC00269,2022-08-12,19:47,L080,D001,IT007,RO001,55,Yes,8,Sunny,5,Evening
INC00270,2024-12-23,07:40,L052,D003,IT003,RO001,32,Yes,6,Foggy,2,Morning
INC00271,2024-08-25,03:43,L006,D003,IT008,RO002,26,Yes,25,Foggy,5,Night
INC00272,2024-09-01,15:41,L038,D002,IT006,RO002,30,Yes,17,Rainy,5,Afternoon
INC00273,2022-05-02,02:41,L044,D001,IT002,RO001,54,Yes,16,Cloudy,3,Night
INC00274,2022-12-27,01:53,L021,D001,IT007,RO002,43,No,13,Sunny,0,Night
INC00275,2023-09-04,18:38,L078,D002,IT003,RO001,24,No,9,Foggy,5,Evening
INC00276,2025-01-17,16:31,L009,D001,IT007,RO001,26,No,16,Sunny,2,Afternoon
INC00277,2022-11-29,23:29,L036,D002,IT001,RO001,59,Yes,13,Rainy,2,Night
INC00278,2025-03-08,21:48,L097,D001,IT004,RO001,30,Yes,8,Foggy,4,Night
INC00279,2023-11-03,02:25,L024,D002,IT006,RO002,60,Yes,12,Rainy,1,Night
INC00280,2022-01-14,08:24,L007,D002,IT007,RO002,33,No,16,Rainy,4,Morning
INC00281,2025-03-19,00:16,L099,D003,IT007,RO001,59,No,5,Sunny,5,Night
INC00282,2022-08-31,14:19,L012,D001,IT004,RO003,28,No,24,Sunny,5,Afternoon
INC00283,2023-08-28,11:39,L034,D001,IT008,RO002,32,Yes,12,Cloudy,3,Morning
INC00284,2025-05-25,11:26,L081,D001,IT008,RO001,53,No,10,Cloudy,1,Morning
INC00285,2025-10-25,19:55,L034,D001,IT008,RO003,23,No,24,Sunny,4,Evening
